questions,guesses,slips
50ed9e6ee0f43f4416000008,0.5,0.5
50ed9e935c9a391f00000001,0.5,0.5
50ed9f13e0f43f441600000b,0.5,0.5
50eda023fddd392b0000000a,0.5,0.5
50ed9f871b78061f00000004,0.5,0.5
50edaedfae90e61f00000007,0.5,0.5
50edacb11b78062700000006,0.5,0.5
50eda79ca672ad2b00000001,0.5,0.5
786701,0.5,0.5
50edbfbf117cbc2300000004,0.5,0.5
50edc56aae90e6270000000c,0.5,0.5
50edcb931783b6260000000c,0.5,0.5
Q%,0.5,0.5
50edd406fddd392300000010,0.5,0.5
50ede1adfddd39230000001a,0.5,0.5
50ede2ce1b78062700000011,0.5,0.5
50eddd741b78062b0000000f,0.5,0.5
50eddd1d117cbc1f0000000d,0.5,0.5
Week 4/Homework 3,0.5,0.5
Week 4/Homework 3/hw3-3/HW 3 Submission,0.5,0.5
50edec011783b62b00000012,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/_dir/,0.5,0.5
50ede966c34bce2b00000014,0.5,0.5
50edf30bfddd392700000013,0.5,0.5
50edf8641783b62600000021,0.5,0.5
50ee018e117cbc2300000011,0.5,0.5
50edf730117cbce205000005,0.5,0.5
50ede541c34bce2b0000000d,0.5,0.5
50ee17c9fddd392b0000003d,0.5,0.5
50ec3bf27ab304290000005f,0.5,0.5
50ee219e1783b62600000032,0.5,0.5
50ee2496117cbc2300000029,0.5,0.5
50ee0285fddd39270000001a,0.5,0.5
973793,0.5,0.5
Week 3/Lecture 6: Basic Rails/vertical_1f26de1c1f4d/L6V1: Databases with Rails,0.5,0.5
Week 3/Lecture 5: SaaS Architecture and Introduction to Rails/vertical_f7c0e87fd6bd/L5V5: Introduction to Rails,0.5,0.5
Week 3/Lecture 5: SaaS Architecture and Introduction to Rails/vertical_885203f8fb53/L5P5: Rendering,0.449511015732231,1.77371851002367e-18
50ee45881783b6260000003b,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/getting-started/_dir/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/getting-started/troubleshooting/,0.5,0.5
50ee4397fddd391f0000002f,0.5,0.5
50ee42e2f3509d290000002a,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/youtube-links/week-3/,0.5,0.5
50ee7b69fddd392b0000004e,0.5,0.5
putty,0.5,0.5
localhost:3000,0.5,0.5
50ee86fb117cbc2300000036,0.5,0.5
50ee48fbf3509d230000003a,0.5,0.5
moscow,0.5,0.5
50ee8801c34bce1f0000002e,0.5,0.5
localhost,0.5,0.5
50ee8a34fddd39230000003f,0.5,0.5
russia,0.5,0.5
ec2,0.5,0.5
50ee9144fddd392700000063,0.5,0.5
50eaff17e189ab1f00000009,0.5,0.5
50eb07407ab3042300000010,0.5,0.5
50ee9671f3509d2700000043,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/rails_basics/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/lecture-1-download/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/lecures-downloads/,0.5,0.5
50eecc72ae90e61f0000003a,0.5,0.5
50eec572a672ad1f0000003f,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/getting-started/troubleshooting/_dir/,0.5,0.5
85860,0.5,0.5
877428,0.5,0.5
50eedb93ce5f6d2b00000008,0.5,0.5
50eee76a53b6331f00000002,0.5,0.5
50eec418fddd391f00000053,0.5,0.5
50eeef25a672ad250000004d,0.5,0.5
50eeefb0ae90e62300000069,0.5,0.5
50ef0e89a29fb12500000009,0.5,0.5
5062605df9e0151f00000056,0.5,0.5
50ef216953b6332b00000014,0.5,0.5
50ef280b3ad946270000000f,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS188.1x/python-resources/,0.5,0.5
50ef2dce591a582800000014,0.5,0.5
50ef2d745bf0291f0000000d,0.5,0.5
50ef2326a29fb12500000012,0.5,0.5
50ef140c2db2462300000017,0.5,0.5
vmware,0.5,0.5
50ef56892db2461f00000016,0.5,0.5
50ef62222db246250000001f,0.5,0.5
50ef5c33c1b990230000001b,0.5,0.5
50ef46d853b6332b00000020,0.5,0.5
50ef850bc1b990230000002b,0.5,0.5
Week 3/Lecture 6: Basic Rails/vertical_0cf91203db41/L6P1: Rails Migrations,1,0
50ed67819a53072b0000004a,0.5,0.5
50ef7b453ad9461f00000019,0.5,0.5
50ef5d6953b6332b00000027,0.5,0.5
50efcc213ad9462b0000002e,0.5,0.5
50efbc3bbdb828270000003e,0.5,0.5
879761,0.5,0.5
50eff7865bf0292700000028,0.5,0.5
project,0.5,0.5
50f012495bf029270000002c,0.5,0.5
50ef16eda6134d2300000013,0.5,0.5
50ef1ff4ce5f6d230000000d,0.5,0.5
50eeb6f45c9a392b0000004b,0.5,0.5
50f01361bdb8282300000039,0.5,0.5
50ed2ae6a3f979950300002e,0.5,0.5
50f01f11f61e4b2b0000000b,0.5,0.5
50f0001653b6331f00000028,0.5,0.5
Week 5/Homework 4,0.5,0.5
50f04be486618e2b00000004,0.5,0.5
50f049e28447c42700000001,0.5,0.5
50f041f8a29fb11f00000045,0.5,0.5
50f053e8f61e4b1f00000009,0.5,0.5
170827,0.5,0.5
50f0586744244b2300000002,0.5,0.5
50f061fd8447c4270000000a,0.5,0.5
50f06ffa54aa7a2300000008,0.5,0.5
50f065bd4dc9772b0000000e,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/cache/3b4211260b4565f8511d0f5b1e7c45a9/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/install-ruby-and-ror3-windows-users/cache/3b4211260b4565f8511d0f5b1e7c45a9/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/cache/3b4211260b4565f8511d0f5b1e7c45a9/,0.5,0.5
50f0618c2e13581f0000000b,0.5,0.5
50f062e73bc9001f00000005,0.5,0.5
50efe747a29fb1250000002a,0.5,0.5
50f07c4fff6aa9250000000a,0.5,0.5
50f07b0aff6aa92500000007,0.5,0.5
50f0b55f2e1358270000000b,0.5,0.5
85772,0.5,0.5
183507,0.5,0.5
50f0e5818447c42b0000000e,0.5,0.5
50f1024b3bc9002300000010,0.5,0.5
50f0d50b1e40ee2900000011,0.5,0.5
50f02503c1b9901f00000042,0.5,0.5
50f0a6712e13582b0000000a,0.5,0.5
50f0e0e6f61e4b2b00000028,0.5,0.5
50f15c3844244b1f0000000d,0.5,0.5
50f13e4ff61e4b270000001c,0.5,0.5
Englabd,0.5,0.5
England,0.5,0.5
London,0.5,0.5
50f0d43786618e1f00000016,0.5,0.5
50f0b558f61e4b230000001c,0.5,0.5
50f16ce3ff6aa92b00000012,0.5,0.5
507b64a7792fb52300000081,0.5,0.5
shared folder,0.5,0.5
50f17a7860e6661f00000002,0.5,0.5
50f191e13b8b052600000001,0.5,0.5
50f19cd98447c42300000016,0.5,0.5
50f18c25ff6aa9220000001a,0.5,0.5
50f17ed33bc9002700000013,0.5,0.5
shared folders,0.5,0.5
50f0d8394dc9772b00000023,0.5,0.5
50f07a2b4dc9772b00000017,0.5,0.5
971114,0.5,0.5
50eb4e6470a9b8270000001f,0.5,0.5
50eb79edc6c1301f0000003c,0.5,0.5
50f1a954593d1a2b00000001,0.5,0.5
50f1909860e6661f00000009,0.5,0.5
252722,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/header-logo.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/vm-guide-1.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/vm-guide-5.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/vm-guide-6.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/vm-guide-7.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/vm-guide-8.jpg/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/vm-guide-9.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/vm-guide-10.jpg/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/vm-guide-notes.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/3.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/1.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/_create/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/6.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/7.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/8.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/9.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/10.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/5.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/15.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/16.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/17.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/18.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/11.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/14.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/19.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/p1.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/p2.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/p3.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/13.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/p4.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/youtube-sharing.849d8165b998.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/google-plus-sharing.947c2e39edb9.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/twitter-sharing.b637ddbd06cb.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/12.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/facebook-sharing.ef6d12f8c0ab.png/,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/illustrated-vm-install/4.png/,0.5,0.5
50f1b44f50c42f2700000004,0.5,0.5
50f1b6c83b8b052900000003,0.5,0.5
50f1e18a1784442700000002,0.5,0.5
('CS999_1x_2012_Fall_L1P5',0.5,0.5
50f089324dc9771f0000000f,0.5,0.5
949218,0.5,0.5
50f219041784442700000005,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/_create/,0.5,0.5
50f22b29f2ec11230000000a,0.5,0.5
50f22a543b8b05210000000a,0.5,0.5
Week 3/Lecture 5: SaaS Architecture and Introduction to Rails/vertical_72714b255c63/L5P1: Tiers,1,0
Week 3/Lecture 5: SaaS Architecture and Introduction to Rails/vertical_7e1355432af6/L5V2: Model-View-Controller,0.5,0.5
Week 3/Lecture 5: SaaS Architecture and Introduction to Rails/vertical_688ca7f1d229/L5P2: Model-View-Controller,0,1
Week 3/Lecture 5: SaaS Architecture and Introduction to Rails/vertical_2190f9d5c631/L5V3: ActiveRecord,0.5,0.5
50f2428d3b8b052600000014,0.5,0.5
50f2477df8ad4b1f00000010,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/class-projects/_dir/,0.5,0.5
question5,0.5,0.5
Week 3/Lecture 5: SaaS Architecture and Introduction to Rails/vertical_fd032ca2d433/L5P3: Model-View-Controller,1,0
50f2890450c42f1f00000011,0.5,0.5
Week 3/Lecture 5: SaaS Architecture and Introduction to Rails/vertical_4b98908fc524/L5V6: Conclusion,0.5,0.5
Week 3/Lecture 5: SaaS Architecture and Introduction to Rails/vertical_de057f6f5bf1/Space Invaders (Optional),0.5,0.5
50f231b51784442b00000009,0.5,0.5
Week 5/Lecture 10: Test Driven Development/vertical_8c4a0f309f7e/(Optional) Autograders,0.5,0.5
Week 5/Lecture 10: Test Driven Development/vertical_180d6310e7e3/L10V3: The TDD Cycle: Red-Green-Refactor,0.5,0.5
50f25c893b8b051f00000011,0.5,0.5
50f2acd0a2233d2300000014,0.5,0.5
50f2a878f2ec112300000011,0.5,0.5
50f2a45af2ec111f00000012,0.5,0.5
50f26034a2233d2300000010,0.5,0.5
50f2440f1784441f00000009,0.5,0.5
50f24361f8ad4b5d03000010,0.5,0.5
50f23e241784442300000006,0.5,0.5
50f27e1160e6661f0000001c,0.5,0.5
Week 3/Homework 2/hw2-3/RottenPotatoes Enhancement #3: Remember the Settings,0.5,0.5
Week 5/Homework 4/hw4-1/Homework 4,0.5,0.5
Week 4/Lecture 9: Behavior Driven Design Part 2/vertical_3a5a0cb6004b/L9V5: HAML continued,0.5,0.5
Week 4/Lecture 9: Behavior Driven Design Part 2/vertical_a9e4555a5f36/L9V4: HAML and views,0.5,0.5
Week 4/Lecture 9: Behavior Driven Design Part 2/vertical_5cca80ad9bb3/L9P5: Code in Rails Views,1,0
Week 4/Lecture 9: Behavior Driven Design Part 2/vertical_3d6b85d7554e/L9P6: SaaS Scalability,1,0
Week 4/Lecture 9: Behavior Driven Design Part 2/vertical_2c151ea50d50/L9V6: Rails models,0.5,0.5
50f2b264a2233d2900000015,0.5,0.5
50f2cea450c42f2900000010,0.5,0.5
50f1d3b76f24102700000005,0.5,0.5
class project,0.5,0.5
50ec61ab9a53072300000006,0.5,0.5
50f2de8df2ec111f00000019,0.5,0.5
/courses/DemoX/CS999.1x/2020_Spring/wiki/CS999.1x/class-projects/_edit/,0.5,0.5
50f2dfb2593d1a2300000017,0.5,0.5
50f2e150a2233d2700000012,0.5,0.5
security,0.5,0.5
Week 5/Lecture 10: Test Driven Development/vertical_7d8c25e9f2d7/L10V4:RSpec and Refactoring,0.5,0.5
Week 5/Lecture 10: Test Driven Development/vertical_46c199473117/L10V5: RSpec and Refactoring Continued,0.5,0.5
341073,0.5,0.5
update,0.5,0.5
updates,0.5,0.5
50f254d0178444230000000e,0.5,0.5
50f1879554aa7a1f00000012,0.5,0.5
Week 2/Lecture 4: Ruby continued/vertical_52b4b9f8c230/L4V5: Review of Ruby features,0.5,0.5
Week 2/Lecture 4: Ruby continued/vertical_605ace25ae30/L4V6: Metaprogramming,0.5,0.5
50f2f67d6f2410230000001b,0.5,0.5
97146,0.5,0.5
939176,0.5,0.5
50eb4ec370c1622200000041,0.5,0.5
/courses/DemoX/CS999.1x/2012_Fall/wiki/CS999.1x/youtube-links/,0.5,0.5
/courses/DemoX/CS999.1x/2012_Fall/wiki/CS999.1x/youtube-links/all-weeks/,0.5,0.5
50ed5bdc62a01d2700000041,0.5,0.5
/courses/DemoX/CS999.1x/2012_Fall/wiki/CS999.1x/youtube-links/week-1/,0.5,0.5
50f300c849cfe72300000001,0.5,0.5
how many times can we submit the answers,0.5,0.5
50f301a33054011f00000001,0.5,0.5
Week 4/Lecture 8: Behavior Driven Design/vertical_5f728789906f/L8V3: Introduction to Cucumber and Capybara,0.5,0.5
50ed289899b540290000003c,0.5,0.5
Week 4/Lecture 8: Behavior Driven Design/vertical_dac252616955/L8V4: SaaS user interface design,0.5,0.5
50ee86ca5c9a39230000003e,0.5,0.5
/courses/DemoX/CS999.1x/2012_Fall/wiki/CS999.1x/python-feed-validator-install-howto/,0.5,0.5
/courses/DemoX/CS999.1x/2012_Fall/wiki/CS999.1x/video-errata/,0.5,0.5
chmod,0.5,0.5
Week 4/Lecture 9: Behavior Driven Design Part 2/vertical_4cffd6f28674/L9P2: Implicit and Explicit Scenarios,1,0
Week 4/Lecture 9: Behavior Driven Design Part 2/vertical_d56f8eb50012/L9P3: BDD and User Interface Design,1,0
507b0858a84c732b0000000c,0.5,0.5
50eb8975c6c130230000003d,0.5,0.5
50f309536a17142200000003,0.5,0.5
50f2e7b981ea722700000001,0.5,0.5
50f317d04d8b332b00000003,0.5,0.5
50f3180f6e511c2a00000002,0.5,0.5
unable to mount,0.5,0.5
Instructor,0.5,0.5
180505,0.5,0.5
/courses/DemoX/CS999.1x/2012_Fall/wiki/CS999.1x/redirection_flash/_dir/,0.5,0.5
50f2b37350c42f2700000015,0.5,0.5
856818,0.5,0.5
50f3268eb812bf4a03000002,0.5,0.5
829805,0.5,0.5
50f32866b812bf2300000007,0.5,0.5
50f30dea8f77bc2300000001,0.5,0.5
console,0.5,0.5
